account_id,account_name,account_type,industry,geography,country,region,company_size,employee_band,revenue_band,buyer_persona_primary,buyer_persona_secondary,account_tier,current_customer_flag,strategic_account_flag,digital_maturity_score,data_intensity_score,propensity_score,sales_coverage_flag,owner_type
A0455,Atlas Capital 455,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,53,56,54,Uncovered,No Owner
A0456,Atlas Health 456,Customer,Technology,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,85,83,72,Covered,Farmer
A0457,Quantum Labs 457,Prospect,Technology,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,78,97,80,Uncovered,No Owner
A0458,Frontier Solutions 458,Prospect,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,74,66,59,Uncovered,No Owner
A0459,Nexus Manufacturing 459,Customer,Financial Services,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,Yes,No,85,78,83,Covered,Farmer
A0460,Quantum Systems 460,Prospect,Healthcare,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,69,85,79,Covered,Hunter
A0461,Vertex Industries 461,Customer,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,Yes,No,71,87,67,Covered,Farmer
A0462,Horizon Industries 462,Customer,Manufacturing,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,65,56,59,Covered,Farmer
A0463,Orion Ventures 463,Prospect,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,88,82,87,Covered,Hunter
A0464,Evergreen Advisory 464,Customer,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,59,84,77,Covered,Farmer
A0465,BluePeak Industries 465,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,81,93,71,Uncovered,No Owner
A0466,Meridian Ventures 466,Prospect,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,57,50,67,Uncovered,No Owner
A0467,Evergreen Manufacturing 467,Prospect,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,49,61,65,Covered,Hunter
A0468,Apex Solutions 468,Customer,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,66,84,89,Covered,Farmer
A0469,Clearview Holdings 469,Prospect,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,Yes,81,79,85,Covered,Hunter
A0470,Quantum Industries 470,Prospect,Healthcare,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,88,81,65,Covered,Hunter
A0471,Frontier Ventures 471,Prospect,Technology,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,70,76,64,Uncovered,No Owner
A0472,Clearview Digital 472,Prospect,Healthcare,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,81,70,86,Uncovered,No Owner
A0473,Evergreen Industries 473,Customer,Healthcare,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,45,91,68,Covered,Farmer
A0474,Trinity Health 474,Prospect,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,99,89,92,Uncovered,No Owner
A0475,Apex Partners 475,Customer,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,No,71,74,70,Covered,Farmer
A0476,Nova Partners 476,Prospect,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,44,65,44,Covered,Hunter
A0477,Clearview Enterprises 477,Customer,Manufacturing,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,70,80,80,Covered,Farmer
A0478,Crescent Advisory 478,Prospect,Technology,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,78,77,53,Covered,Hunter
A0479,Vertex Group 479,Prospect,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,70,75,89,Uncovered,No Owner
A0480,Pioneer Global 480,Customer,Manufacturing,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,Yes,No,64,59,74,Covered,Farmer
A0481,Sterling Capital 481,Customer,Financial Services,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,67,94,72,Uncovered,No Owner
A0482,Summit Technologies 482,Prospect,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,69,87,68,Covered,Hunter
A0483,Quantum Advisory 483,Customer,Financial Services,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,59,56,58,Covered,Farmer
A0484,Nexus Technologies 484,Customer,Financial Services,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,No,68,90,80,Covered,Farmer
A0485,Horizon Health 485,Customer,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,Yes,82,68,87,Covered,Farmer
A0486,Nexus Group 486,Customer,Technology,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,Yes,No,71,77,77,Covered,Farmer
A0487,Quantum Global 487,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,Yes,84,96,87,Covered,Hunter
A0488,Crescent Industries 488,Prospect,Manufacturing,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,68,69,77,Uncovered,No Owner
A0489,BluePeak Labs 489,Prospect,Technology,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,68,90,63,Covered,Hunter
A0490,Crescent Manufacturing 490,Prospect,Healthcare,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,75,79,82,Covered,Hunter
A0491,Catalyst Manufacturing 491,Customer,Technology,Europe,France,France,Strategic,10000+,$5B+,Product,CFO,Tier 1,Yes,Yes,78,83,60,Covered,Farmer
A0492,Catalyst Partners 492,Prospect,Manufacturing,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,61,84,87,Covered,Hunter
A0493,Atlas Analytics 493,Prospect,Technology,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,62,61,62,Covered,Hunter
A0494,Vertex Manufacturing 494,Customer,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,69,78,66,Covered,Farmer
A0495,Catalyst Insights 495,Customer,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,Yes,No,66,72,47,Covered,Farmer
A0496,Nova Analytics 496,Customer,Healthcare,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,Yes,No,62,74,66,Covered,Farmer
A0497,Quantum Enterprises 497,Prospect,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,70,80,60,Covered,Hunter
A0498,Clearview Insights 498,Prospect,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,69,52,70,Covered,Hunter
A0499,Quantum Systems 499,Customer,Financial Services,Europe,France,France,Strategic,10000+,$5B+,CFO,Product,Tier 1,Yes,Yes,51,86,75,Uncovered,No Owner
A0500,Meridian Group 500,Prospect,Healthcare,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,68,65,70,Uncovered,No Owner
A0501,Summit Data 501,Prospect,Manufacturing,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,Yes,70,57,76,Covered,Hunter
A0502,Apex Capital 502,Customer,Financial Services,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,48,99,69,Uncovered,No Owner
A0503,Summit Manufacturing 503,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,58,63,41,Uncovered,No Owner
A0504,Frontier Solutions 504,Prospect,Financial Services,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,84,99,54,Uncovered,No Owner
A0505,Meridian Manufacturing 505,Customer,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,59,61,47,Covered,Farmer
A0506,Nexus Ventures 506,Customer,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,85,81,73,Covered,Farmer
A0507,Vertex Health 507,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,91,66,75,Covered,Hunter
A0508,Evergreen Enterprises 508,Prospect,Technology,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,83,81,77,Covered,Hunter
A0509,Crescent Group 509,Prospect,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,63,66,70,Uncovered,No Owner
A0510,Quantum Labs 510,Customer,Financial Services,Europe,France,France,Strategic,10000+,$5B+,CFO,Product,Tier 1,Yes,Yes,63,68,65,Covered,Farmer
A0511,Northstar Solutions 511,Prospect,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,81,75,72,Uncovered,No Owner
A0512,Orion Insights 512,Prospect,Manufacturing,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,40,51,24,Uncovered,No Owner
A0513,Clearview Ventures 513,Customer,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,53,75,74,Covered,Farmer
A0514,Summit Networks 514,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,No,No,52,68,54,Uncovered,No Owner
A0515,BluePeak Manufacturing 515,Prospect,Financial Services,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,77,83,66,Covered,Hunter
A0516,Frontier Manufacturing 516,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,66,91,74,Covered,Hunter
A0517,Nova Partners 517,Customer,Financial Services,APAC,Australia,Australia,Strategic,10000+,$5B+,CFO,CRO,Tier 1,Yes,Yes,55,66,64,Uncovered,No Owner
A0518,Evergreen Solutions 518,Prospect,Technology,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,93,88,89,Uncovered,No Owner
A0519,Summit Solutions 519,Prospect,Financial Services,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,67,66,78,Uncovered,No Owner
A0520,Northstar Insights 520,Customer,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,76,63,65,Covered,Farmer
A0521,Evergreen Advisory 521,Prospect,Manufacturing,Europe,France,France,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,No,No,62,69,86,Covered,Hunter
A0522,Pioneer Networks 522,Prospect,Healthcare,Europe,France,France,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,59,91,83,Covered,Hunter
A0523,Orion Advisory 523,Prospect,Financial Services,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,No,No,68,81,71,Uncovered,No Owner
A0524,Atlas Ventures 524,Customer,Healthcare,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,Yes,No,79,73,87,Covered,Farmer
A0525,Evergreen Digital 525,Prospect,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CRO,Strategy,Tier 2,No,No,94,84,86,Covered,Hunter
A0526,Orion Holdings 526,Prospect,Healthcare,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,70,85,74,Uncovered,No Owner
A0527,Northstar Solutions 527,Prospect,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,59,78,76,Uncovered,No Owner
A0528,BluePeak Manufacturing 528,Prospect,Financial Services,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,60,78,53,Uncovered,No Owner
A0529,Crescent Partners 529,Prospect,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,Product,Tier 3,No,No,66,87,64,Uncovered,No Owner
A0530,Vertex Solutions 530,Customer,Manufacturing,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,66,69,69,Uncovered,No Owner
A0531,Evergreen Holdings 531,Prospect,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,58,81,56,Uncovered,No Owner
A0532,Sterling Systems 532,Prospect,Financial Services,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,73,99,62,Uncovered,No Owner
A0533,Summit Health 533,Customer,Technology,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,48,79,55,Covered,Farmer
A0534,Pioneer Industries 534,Prospect,Manufacturing,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,67,70,83,Uncovered,No Owner
A0535,Atlas Solutions 535,Prospect,Manufacturing,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,No,No,63,66,56,Covered,Hunter
A0536,Horizon Group 536,Prospect,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,74,94,86,Covered,Hunter
A0537,Atlas Enterprises 537,Prospect,Financial Services,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,50,92,74,Covered,Hunter
A0538,Catalyst Labs 538,Customer,Healthcare,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,77,58,69,Covered,Farmer
A0539,Atlas Data 539,Prospect,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,80,76,91,Covered,Hunter
A0540,Catalyst Group 540,Prospect,Healthcare,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,62,66,68,Uncovered,No Owner
A0541,Trinity Technologies 541,Prospect,Technology,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,No,81,75,69,Uncovered,No Owner
A0542,Apex Technologies 542,Customer,Healthcare,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,46,73,68,Covered,Farmer
A0543,Horizon Capital 543,Prospect,Healthcare,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,60,85,56,Covered,Hunter
A0544,Sterling Holdings 544,Customer,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,Yes,Yes,70,84,67,Covered,Farmer
A0545,Quantum Data 545,Customer,Financial Services,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,Yes,49,78,56,Covered,Farmer
A0546,Pioneer Enterprises 546,Prospect,Technology,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,95,81,76,Uncovered,No Owner
A0547,Horizon Global 547,Prospect,Technology,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,83,98,89,Uncovered,No Owner
A0548,Sterling Partners 548,Customer,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,CFO,Strategy,Tier 3,Yes,No,64,77,64,Covered,Farmer
A0549,Trinity Manufacturing 549,Customer,Technology,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,Yes,No,63,82,66,Covered,Farmer
A0550,Trinity Data 550,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,77,99,82,Uncovered,No Owner
A0551,Northstar Group 551,Customer,Financial Services,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,67,99,85,Covered,Farmer
A0552,Evergreen Partners 552,Prospect,Manufacturing,North America,United States,US East,Strategic,10000+,$5B+,Strategy,Product,Tier 1,No,Yes,58,62,65,Uncovered,No Owner
A0553,Quantum Holdings 553,Prospect,Technology,Europe,France,France,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,83,99,95,Uncovered,No Owner
A0554,BluePeak Advisory 554,Customer,Technology,APAC,Australia,Australia,Mid-Market,1000-4999,$250M-$1B,CRO,Strategy,Tier 3,Yes,No,99,64,68,Uncovered,No Owner
A0555,Clearview Industries 555,Customer,Healthcare,APAC,Australia,Australia,Strategic,10000+,$5B+,Product,CFO,Tier 1,Yes,Yes,46,80,69,Uncovered,No Owner
A0556,Trinity Networks 556,Customer,Healthcare,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,No,81,59,73,Covered,Farmer
A0557,Sterling Analytics 557,Prospect,Technology,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,75,79,73,Covered,Hunter
A0558,Crescent Health 558,Customer,Technology,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,Yes,No,83,83,57,Uncovered,No Owner
A0559,Apex Group 559,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,67,97,80,Uncovered,No Owner
A0560,Summit Industries 560,Prospect,Financial Services,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,66,90,78,Covered,Hunter
A0561,Crescent Technologies 561,Prospect,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,CFO,CRO,Tier 2,No,No,56,82,65,Uncovered,No Owner
A0562,BluePeak Networks 562,Customer,Manufacturing,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,Yes,No,55,82,58,Uncovered,No Owner
A0563,Nova Digital 563,Prospect,Financial Services,Europe,Sweden,Nordics,Mid-Market,1000-4999,$250M-$1B,CFO,Product,Tier 3,No,No,78,92,91,Covered,Hunter
A0564,Evergreen Labs 564,Prospect,Financial Services,Middle East,United Arab Emirates,UAE,Mid-Market,1000-4999,$250M-$1B,Strategy,CFO,Tier 3,No,No,86,85,90,Uncovered,No Owner
A0565,Apex Capital 565,Prospect,Technology,APAC,Singapore,Singapore,Strategic,10000+,$5B+,Product,Strategy,Tier 1,No,Yes,71,64,65,Covered,Hunter
A0566,BluePeak Global 566,Prospect,Technology,Middle East,Qatar,GCC,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,69,95,63,Covered,Hunter
A0567,Northstar Holdings 567,Prospect,Manufacturing,Middle East,Qatar,GCC,Enterprise,5000-9999,$1B-$5B,CRO,CFO,Tier 2,No,No,59,60,60,Covered,Hunter
A0568,BluePeak Solutions 568,Prospect,Technology,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,59,94,79,Uncovered,No Owner
A0569,Northstar Technologies 569,Prospect,Financial Services,North America,Canada,Canada,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,75,68,68,Uncovered,No Owner
A0570,Crescent Group 570,Prospect,Technology,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,84,79,69,Uncovered,No Owner
A0571,Frontier Labs 571,Customer,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,Yes,No,73,91,77,Uncovered,No Owner
A0572,Meridian Analytics 572,Prospect,Financial Services,APAC,Singapore,Singapore,Enterprise,5000-9999,$1B-$5B,Strategy,Product,Tier 2,No,No,56,93,77,Uncovered,No Owner
A0573,Northstar Ventures 573,Customer,Healthcare,North America,United States,US East,Strategic,10000+,$5B+,CFO,Strategy,Tier 1,Yes,Yes,76,99,81,Covered,Farmer
A0574,Orion Capital 574,Prospect,Manufacturing,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,67,78,67,Covered,Hunter
A0575,BluePeak Advisory 575,Prospect,Manufacturing,APAC,India,India,Enterprise,5000-9999,$1B-$5B,CFO,Product,Tier 2,No,No,51,60,42,Covered,Hunter
A0576,Meridian Advisory 576,Customer,Healthcare,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,CRO,Product,Tier 3,Yes,No,55,57,57,Covered,Farmer
A0577,Nova Holdings 577,Prospect,Technology,North America,United States,US West,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,71,86,71,Covered,Hunter
A0578,Atlas Capital 578,Customer,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,Yes,No,58,71,62,Covered,Farmer
A0579,Crescent Manufacturing 579,Prospect,Healthcare,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,93,63,85,Covered,Hunter
A0580,Northstar Technologies 580,Customer,Financial Services,Europe,Germany,DACH,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,Yes,No,69,63,72,Uncovered,No Owner
A0581,Vertex Capital 581,Prospect,Manufacturing,North America,United States,US East,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,68,75,78,Uncovered,No Owner
A0582,Orion Health 582,Customer,Financial Services,APAC,Singapore,Singapore,Strategic,10000+,$5B+,CRO,Product,Tier 1,Yes,Yes,77,95,77,Covered,Farmer
A0583,Sterling Manufacturing 583,Customer,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,Yes,Yes,75,85,70,Covered,Farmer
A0584,Clearview Insights 584,Customer,Healthcare,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CRO,CFO,Tier 3,Yes,Yes,59,75,56,Covered,Farmer
A0585,Crescent Solutions 585,Prospect,Healthcare,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,66,95,94,Covered,Hunter
A0586,Sterling Enterprises 586,Prospect,Healthcare,Middle East,Saudi Arabia,Saudi Arabia,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,82,56,60,Uncovered,No Owner
A0587,Trinity Analytics 587,Customer,Healthcare,APAC,Japan,Japan,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,Yes,No,82,92,98,Covered,Farmer
A0588,Orion Enterprises 588,Customer,Manufacturing,Middle East,Qatar,GCC,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,82,53,73,Covered,Farmer
A0589,Frontier Digital 589,Prospect,Financial Services,Middle East,United Arab Emirates,UAE,Enterprise,5000-9999,$1B-$5B,CFO,Strategy,Tier 2,No,Yes,83,77,86,Uncovered,No Owner
A0590,Catalyst Manufacturing 590,Prospect,Financial Services,Europe,Sweden,Nordics,Enterprise,5000-9999,$1B-$5B,Strategy,CFO,Tier 2,No,No,58,75,75,Covered,Hunter
A0591,Evergreen Holdings 591,Prospect,Financial Services,APAC,Singapore,Singapore,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,No,No,62,72,56,Uncovered,No Owner
A0592,Summit Capital 592,Customer,Technology,Europe,United Kingdom,UKI,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,Yes,No,85,76,80,Covered,Farmer
A0593,Catalyst Group 593,Prospect,Manufacturing,Middle East,Saudi Arabia,Saudi Arabia,Mid-Market,1000-4999,$250M-$1B,Product,CFO,Tier 3,No,No,52,65,56,Uncovered,No Owner
A0594,Clearview Ventures 594,Prospect,Healthcare,Middle East,Qatar,GCC,Strategic,10000+,$5B+,CRO,Strategy,Tier 1,No,Yes,59,57,58,Covered,Hunter
A0595,Trinity Solutions 595,Prospect,Manufacturing,North America,United States,US West,Enterprise,5000-9999,$1B-$5B,Product,CFO,Tier 2,No,No,73,77,78,Uncovered,No Owner
A0596,Apex Digital 596,Prospect,Financial Services,North America,United States,US East,Enterprise,5000-9999,$1B-$5B,Product,Strategy,Tier 2,No,No,70,90,83,Covered,Hunter
A0597,Nexus Group 597,Customer,Healthcare,APAC,Japan,Japan,Strategic,10000+,$5B+,CFO,Product,Tier 1,Yes,Yes,67,69,54,Covered,Farmer
A0598,Quantum Holdings 598,Prospect,Financial Services,Europe,Germany,DACH,Mid-Market,1000-4999,$250M-$1B,Product,CRO,Tier 3,No,No,76,99,75,Uncovered,No Owner
A0599,Nova Analytics 599,Prospect,Healthcare,Middle East,Qatar,GCC,Strategic,10000+,$5B+,Strategy,CRO,Tier 1,No,Yes,79,82,64,Covered,Hunter
A0600,Clearview Ventures 600,Prospect,Financial Services,Europe,United Kingdom,UKI,Enterprise,5000-9999,$1B-$5B,Product,CRO,Tier 2,No,No,89,78,80,Covered,Hunter
A0601,Evergreen Analytics 601,Prospect,Technology,APAC,India,India,Mid-Market,1000-4999,$250M-$1B,Strategy,CRO,Tier 3,No,No,92,82,80,Uncovered,No Owner
A0602,Horizon Labs 602,Customer,Financial Services,APAC,Japan,Japan,Mid-Market,1000-4999,$250M-$1B,CFO,CRO,Tier 3,Yes,No,78,99,89,Covered,Farmer
A0603,Horizon Manufacturing 603,Prospect,Healthcare,North America,Canada,Canada,Enterprise,5000-9999,$1B-$5B,Strategy,CRO,Tier 2,No,No,55,74,67,Uncovered,No Owner
A0604,Sterling Holdings 604,Prospect,Healthcare,APAC,Australia,Australia,Enterprise,5000-9999,$1B-$5B,CRO,Product,Tier 2,No,No,74,58,73,Uncovered,No Owner
